cui,name
S50.84,Sonstige oberflächliche Verletzungen des Unterarmes: Oberflächlicher Fremdkörper (Splitter)
S50.86,Sonstige oberflächliche Verletzungen des Unterarmes: Subkutanes (geschlossenes) Décollement
S50.88,Sonstige oberflächliche Verletzungen des Unterarmes: Sonstige
S50.9,"Oberflächliche Verletzung des Unterarmes, nicht näher bezeichnet"
S51,Offene Wunde des Unterarmes
S51.0,Offene Wunde des Ellenbogens
S51.7,Multiple offene Wunden des Unterarmes
S51.8,Offene Wunde sonstiger Teile des Unterarmes
S51.80,Nicht näher bezeichnete offene Wunde sonstiger Teile des Unterarmes
S51.84,Weichteilschaden I. Grades bei geschlossener Fraktur oder Luxation des Unterarmes
S51.85,Weichteilschaden II. Grades bei geschlossener Fraktur oder Luxation des Unterarmes
S51.86,Weichteilschaden III. Grades bei geschlossener Fraktur oder Luxation des Unterarmes
S51.87,Weichteilschaden I. Grades bei offener Fraktur oder Luxation des Unterarmes
S51.88,Weichteilschaden II. Grades bei offener Fraktur oder Luxation des Unterarmes
S51.89,Weichteilschaden III. Grades bei offener Fraktur oder Luxation des Unterarmes
S51.9,"Offene Wunde des Unterarmes, Teil nicht näher bezeichnet"
S52,Fraktur des Unterarmes
S52.0,Fraktur des proximalen Endes der Ulna
S52.00,Fraktur des proximalen Endes der Ulna: Teil nicht näher bezeichnet
S52.01,Fraktur des proximalen Endes der Ulna: Olekranon
S52.02,Fraktur des proximalen Endes der Ulna: Processus coronoideus ulnae
S52.09,Fraktur des proximalen Endes der Ulna: Sonstige und multiple Teile
S52.1,Fraktur des proximalen Endes des Radius
S52.10,Fraktur des proximalen Endes des Radius: Teil nicht näher bezeichnet
S52.11,Fraktur des proximalen Endes des Radius: Kopf
S52.12,Fraktur des proximalen Endes des Radius: Kollum
S52.19,Fraktur des proximalen Endes des Radius: Sonstige und multiple Teile
S52.2,Fraktur des Ulnaschaftes
S52.20,"Fraktur des Ulnaschaftes, Teil nicht näher bezeichnet"
S52.21,Fraktur des proximalen Ulnaschaftes mit Luxation des Radiuskopfes
S52.3,Fraktur des Radiusschaftes
S52.30,"Fraktur des Radiusschaftes, Teil nicht näher bezeichnet"
S52.31,Fraktur des distalen Radiusschaftes mit Luxation des Ulnakopfes
S52.4,"Fraktur des Ulna- und Radiusschaftes, kombiniert"
S52.5,Distale Fraktur des Radius
S52.50,Distale Fraktur des Radius: Nicht näher bezeichnet
S52.51,Distale Fraktur des Radius: Extensionsfraktur
S52.52,Distale Fraktur des Radius: Flexionsfraktur
S52.59,Distale Fraktur des Radius: Sonstige und multiple Teile
S52.6,"Distale Fraktur der Ulna und des Radius, kombiniert"
S52.7,Multiple Frakturen des Unterarmes
S52.8,Fraktur sonstiger Teile des Unterarmes
S52.9,"Fraktur des Unterarmes, Teil nicht näher bezeichnet"
S53,"Luxation, Verstauchung und Zerrung des Ellenbogengelenkes und von Bändern des Ellenbogens"
S53.0,Luxation des Radiuskopfes
S53.1,Luxation sonstiger und nicht näher bezeichneter Teile des Ellenbogens
S53.10,Luxation des Ellenbogens: Nicht näher bezeichnet
S53.11,Sonstige und nicht näher bezeichnete Luxation des Ellenbogens: Nach vorne
S53.12,Sonstige und nicht näher bezeichnete Luxation des Ellenbogens: Nach hinten
S53.13,Sonstige und nicht näher bezeichnete Luxation des Ellenbogens: Nach medial
S53.14,Sonstige und nicht näher bezeichnete Luxation des Ellenbogens: Nach lateral
S53.18,Luxation des Ellenbogens: Sonstige
S53.2,Traumatische Ruptur des Lig. collaterale radiale
S53.3,Traumatische Ruptur des Lig. collaterale ulnare
S53.4,Verstauchung und Zerrung des Ellenbogens
S53.40,Verstauchung und Zerrung des Ellenbogens: Teil nicht näher bezeichnet
S53.41,Verstauchung und Zerrung des Ellenbogens: Lig. collaterale radiale
S53.42,Verstauchung und Zerrung des Ellenbogens: Lig. collaterale ulnare
S53.43,Verstauchung und Zerrung des Ellenbogens: Humeroradial (-Gelenk)
S53.44,Verstauchung und Zerrung des Ellenbogens: Humeroulnar (-Gelenk)
S53.48,Verstauchung und Zerrung des Ellenbogens: Sonstige Teile
S54,Verletzung von Nerven in Höhe des Unterarmes
S54.0,Verletzung des N. ulnaris in Höhe des Unterarmes
S54.1,Verletzung des N. medianus in Höhe des Unterarmes
S54.2,Verletzung des N. radialis in Höhe des Unterarmes
S54.3,Verletzung sensibler Hautnerven in Höhe des Unterarmes
S54.7,Verletzung mehrerer Nerven in Höhe des Unterarmes
S54.8,Verletzung sonstiger Nerven in Höhe des Unterarmes
S54.9,Verletzung eines nicht näher bezeichneten Nervs in Höhe des Unterarmes
S55,Verletzung von Blutgefäßen in Höhe des Unterarmes
S55.0,Verletzung der A. ulnaris in Höhe des Unterarmes
S55.1,Verletzung der A. radialis in Höhe des Unterarmes
S55.2,Verletzung von Venen in Höhe des Unterarmes
S55.7,Verletzung mehrerer Blutgefäße in Höhe des Unterarmes
S55.8,Verletzung sonstiger Blutgefäße in Höhe des Unterarmes
S55.9,Verletzung eines nicht näher bezeichneten Blutgefäßes in Höhe des Unterarmes
S56,Verletzung von Muskeln und Sehnen in Höhe des Unterarmes
S56.0,Verletzung von Beugemuskeln und -sehnen des Daumens in Höhe des Unterarmes
S56.1,Verletzung von Beugemuskeln und -sehnen eines oder mehrerer sonstiger Finger in Höhe des Unterarmes
S56.2,Verletzung von sonstigen Beugemuskeln und -sehnen in Höhe des Unterarmes
S56.3,Verletzung von Streck- oder Abduktormuskeln und -sehnen des Daumens in Höhe des Unterarmes
S56.4,Verletzung von Streckmuskeln und -sehnen eines oder mehrerer sonstiger Finger in Höhe des Unterarmes
S56.5,Verletzung von sonstigen Streckmuskeln und -sehnen in Höhe des Unterarmes
S56.7,Verletzung mehrerer Muskeln und Sehnen in Höhe des Unterarmes
S56.8,Verletzung sonstiger und nicht näher bezeichneter Sehnen und Muskeln in Höhe des Unterarmes
S57,Zerquetschung des Unterarmes
S57.0,Zerquetschung des Ellenbogens
S57.8,Zerquetschung sonstiger Teile des Unterarmes
S57.9,"Zerquetschung des Unterarmes, Teil nicht näher bezeichnet"
S58,Traumatische Amputation am Unterarm
S58.0,Traumatische Amputation im Ellenbogengelenk
S58.1,Traumatische Amputation zwischen Ellenbogen und Handgelenk
S58.9,"Traumatische Amputation am Unterarm, Höhe nicht näher bezeichnet"
S59,Sonstige und nicht näher bezeichnete Verletzungen des Unterarmes
S59.7,Multiple Verletzungen des Unterarmes
S59.8,Sonstige näher bezeichnete Verletzungen des Unterarmes
S59.9,Nicht näher bezeichnete Verletzung des Unterarmes
S60-S69,Verletzungen des Handgelenkes und der Hand
S60,Oberflächliche Verletzung des Handgelenkes und der Hand
S60.0,Prellung eines oder mehrerer Finger ohne Schädigung des Nagels
S60.1,Prellung eines oder mehrerer Finger mit Schädigung des Nagels
S60.2,Prellung sonstiger Teile des Handgelenkes und der Hand
S60.7,Multiple oberflächliche Verletzungen des Handgelenkes und der Hand
S60.8,Sonstige oberflächliche Verletzungen des Handgelenkes und der Hand
S60.81,Sonstige oberflächliche Verletzungen des Handgelenkes und der Hand: Schürfwunde
S60.82,Sonstige oberflächliche Verletzungen des Handgelenkes und der Hand: Blasenbildung (nichtthermisch)
S60.83,Sonstige oberflächliche Verletzungen des Handgelenkes und der Hand: Insektenbiss oder -stich (ungiftig)
S60.84,Sonstige oberflächliche Verletzungen des Handgelenkes und der Hand: Oberflächlicher Fremdkörper (Splitter)
S60.86,Sonstige oberflächliche Verletzungen des Handgelenkes und der Hand: Subkutanes (geschlossenes) Décollement
S60.88,Sonstige oberflächliche Verletzungen des Handgelenkes und der Hand: Sonstige
S60.9,"Oberflächliche Verletzung des Handgelenkes und der Hand, nicht näher bezeichnet"
S61,Offene Wunde des Handgelenkes und der Hand
S61.0,Offene Wunde eines oder mehrerer Finger ohne Schädigung des Nagels
S61.1,Offene Wunde eines oder mehrerer Finger mit Schädigung des Nagels
S61.7,Multiple offene Wunden des Handgelenkes und der Hand
S61.8,Offene Wunde sonstiger Teile des Handgelenkes und der Hand
S61.80,Nicht näher bezeichnete offene Wunde sonstiger Teile des Handgelenkes und der Hand
S61.84,Weichteilschaden I. Grades bei geschlossener Fraktur oder Luxation des Handgelenkes und der Hand
S61.85,Weichteilschaden II. Grades bei geschlossener Fraktur oder Luxation des Handgelenkes und der Hand
S61.86,Weichteilschaden III. Grades bei geschlossener Fraktur oder Luxation des Handgelenkes und der Hand
S61.87,Weichteilschaden I. Grades bei offener Fraktur oder Luxation des Handgelenkes und der Hand
S61.88,Weichteilschaden II. Grades bei offener Fraktur oder Luxation des Handgelenkes und der Hand
S61.89,Weichteilschaden III. Grades bei offener Fraktur oder Luxation des Handgelenkes und der Hand
S61.9,"Offene Wunde des Handgelenkes und der Hand, Teil nicht näher bezeichnet"
S62,Fraktur im Bereich des Handgelenkes und der Hand
S62.0,Fraktur des Os scaphoideum der Hand
S62.1,Fraktur eines oder mehrerer sonstiger Handwurzelknochen
S62.10,"Fraktur: Handwurzelknochen, nicht näher bezeichnet"
S62.11,Fraktur: Os lunatum
S62.12,Fraktur: Os triquetrum
S62.13,Fraktur: Os pisiforme
S62.14,Fraktur: Os trapezium
S62.15,Fraktur: Os trapezoideum
S62.16,Fraktur: Os capitatum
S62.17,Fraktur: Os hamatum
S62.19,Fraktur sonstiger oder mehrerer Handwurzelknochen
S62.2,Fraktur des 1. Mittelhandknochens
S62.20,Fraktur des 1. Mittelhandknochens: Teil nicht näher bezeichnet
S62.21,Fraktur des 1. Mittelhandknochens: Basis
S62.22,Fraktur des 1. Mittelhandknochens: Schaft
S62.23,Fraktur des 1. Mittelhandknochens: Kollum
S62.24,Fraktur des 1. Mittelhandknochens: Kopf
S62.3,Fraktur eines sonstigen Mittelhandknochens
S62.30,Fraktur eines sonstigen Mittelhandknochens: Teil nicht näher bezeichnet
S62.31,Fraktur eines sonstigen Mittelhandknochens: Basis
S62.32,Fraktur eines sonstigen Mittelhandknochens: Schaft
S62.33,Fraktur eines sonstigen Mittelhandknochens: Kollum
S62.34,Fraktur eines sonstigen Mittelhandknochens: Kopf
S62.4,Multiple Frakturen der Mittelhandknochen
S62.5,Fraktur des Daumens
S62.50,Fraktur des Daumens: Teil nicht näher bezeichnet
S62.51,Fraktur des Daumens: Proximale Phalanx
S62.52,Fraktur des Daumens: Distale Phalanx
S62.6,Fraktur eines sonstigen Fingers
S62.60,Fraktur eines sonstigen Fingers: Teil nicht näher bezeichnet
S62.61,Fraktur eines sonstigen Fingers: Proximale Phalanx
S62.62,Fraktur eines sonstigen Fingers: Mittlere Phalanx
S62.63,Fraktur eines sonstigen Fingers: Distale Phalanx
S62.7,Multiple Frakturen der Finger
S62.8,Fraktur sonstiger und nicht näher bezeichneter Teile des Handgelenkes und der Hand
S63,"Luxation, Verstauchung und Zerrung von Gelenken und Bändern in Höhe des Handgelenkes und der Hand"
S63.0,Luxation des Handgelenkes
S63.00,Luxation des Handgelenkes: Teil nicht näher bezeichnet
S63.01,Luxation des Handgelenkes: Radioulnar (-Gelenk)
S63.02,Luxation des Handgelenkes: Radiokarpal (-Gelenk)
S63.03,Luxation des Handgelenkes: Mediokarpal (-Gelenk)
S63.04,Luxation des Handgelenkes: Karpometakarpal (-Gelenk)
S63.08,Luxation des Handgelenkes: Sonstige
S63.1,Luxation eines Fingers
S63.10,Luxation eines Fingers: Teil nicht näher bezeichnet
S63.11,Luxation eines Fingers: Metakarpophalangeal (-Gelenk)
S63.12,Luxation eines Fingers: Interphalangeal (-Gelenk)
S63.2,Multiple Luxationen der Finger
S63.3,Traumatische Ruptur von Bändern des Handgelenkes und der Handwurzel
S63.4,Traumatische Ruptur von Bändern der Finger im Metakarpophalangeal- und Interphalangealgelenk
S63.5,Verstauchung und Zerrung des Handgelenkes
S63.50,Verstauchung und Zerrung des Handgelenkes: Teil nicht näher bezeichnet
S63.51,Verstauchung und Zerrung des Handgelenkes: Karpal (-Gelenk)
S63.52,Verstauchung und Zerrung des Handgelenkes: Radiokarpal (-Band) (-Gelenk)
S63.53,Verstauchung und Zerrung des Handgelenkes: Karpometakarpal (-Gelenk)
S63.58,Verstauchung und Zerrung des Handgelenkes: Sonstige Teile
S63.6,Verstauchung und Zerrung eines oder mehrerer Finger
S63.60,Verstauchung und Zerrung eines oder mehrerer Finger: Teil nicht näher bezeichnet
S63.61,Verstauchung und Zerrung eines oder mehrerer Finger: Metakarpophalangeal (-Gelenk)
S63.62,Verstauchung und Zerrung eines oder mehrerer Finger: Interphalangeal (-Gelenk)
S63.68,Verstauchung und Zerrung eines oder mehrerer Finger: Sonstige Teile
S63.7,Verstauchung und Zerrung sonstiger und nicht näher bezeichneter Teile der Hand
S64,Verletzung von Nerven in Höhe des Handgelenkes und der Hand
S64.0,Verletzung des N. ulnaris in Höhe des Handgelenkes und der Hand
S64.1,Verletzung des N. medianus in Höhe des Handgelenkes und der Hand
S64.2,Verletzung des N. radialis in Höhe des Handgelenkes und der Hand
S64.3,Verletzung der Nn. digitales des Daumens
S64.4,Verletzung der Nn. digitales sonstiger Finger
S64.7,Verletzung mehrerer Nerven in Höhe des Handgelenkes und der Hand
S64.8,Verletzung sonstiger Nerven in Höhe des Handgelenkes und der Hand
S64.9,Verletzung eines nicht näher bezeichneten Nervs in Höhe des Handgelenkes und der Hand
S65,Verletzung von Blutgefäßen in Höhe des Handgelenkes und der Hand
S65.0,Verletzung der A. ulnaris in Höhe des Handgelenkes und der Hand
S65.1,Verletzung der A. radialis in Höhe des Handgelenkes und der Hand
S65.2,Verletzung von Gefäßen des Arcus palmaris superficialis
S65.3,Verletzung von Gefäßen des Arcus palmaris profundus
S65.4,Verletzung eines oder mehrerer Blutgefäße des Daumens
S65.5,Verletzung eines oder mehrerer Blutgefäße sonstiger Finger
S65.7,Verletzung mehrerer Blutgefäße in Höhe des Handgelenkes und der Hand
S65.8,Verletzung sonstiger Blutgefäße in Höhe des Handgelenkes und der Hand
S65.9,Verletzung eines nicht näher bezeichneten Blutgefäßes im Bereich des Handgelenkes und der Hand
S66,Verletzung von Muskeln und Sehnen in Höhe des Handgelenkes und der Hand
S66.0,Verletzung der langen Beugemuskeln und -sehnen des Daumens in Höhe des Handgelenkes und der Hand
S66.1,Verletzung der Beugemuskeln und -sehnen sonstiger Finger in Höhe des Handgelenkes und der Hand
S66.2,Verletzung der Streckmuskeln und -sehnen des Daumens in Höhe des Handgelenkes und der Hand
S66.3,Verletzung der Streckmuskeln und -sehnen sonstiger Finger in Höhe des Handgelenkes und der Hand
S66.4,Verletzung der kurzen Muskeln und Sehnen des Daumens in Höhe des Handgelenkes und der Hand
S66.5,Verletzung der kurzen Muskeln und Sehnen sonstiger Finger in Höhe des Handgelenkes und der Hand
S66.6,Verletzung mehrerer Beugemuskeln und -sehnen in Höhe des Handgelenkes und der Hand
S66.7,Verletzung mehrerer Streckmuskeln und -sehnen in Höhe des Handgelenkes und der Hand
S66.8,Verletzung sonstiger Muskeln und Sehnen in Höhe des Handgelenkes und der Hand
S66.9,Verletzung eines nicht näher bezeichneten Muskels oder einer nicht näher bezeichneten Sehne in Höhe des Handgelenkes und der Hand
S67,Zerquetschung des Handgelenkes und der Hand
S67.0,Zerquetschung des Daumens und eines oder mehrerer sonstiger Finger
S67.8,Zerquetschung sonstiger und nicht näher bezeichneter Teile des Handgelenkes und der Hand
S68,Traumatische Amputation an Handgelenk und Hand
S68.0,Traumatische Amputation des Daumens (komplett) (partiell)
S68.1,Traumatische Amputation eines sonstigen einzelnen Fingers (komplett) (partiell)
S68.2,Isolierte traumatische Amputation von zwei oder mehr Fingern (komplett) (partiell)
S68.3,Kombinierte traumatische Amputation (von Teilen) eines oder mehrerer Finger mit anderen Teilen des Handgelenkes und der Hand
S68.4,Traumatische Amputation der Hand in Höhe des Handgelenkes
S68.8,Traumatische Amputation sonstiger Teile des Handgelenkes und der Hand
S68.9,"Traumatische Amputation an Handgelenk und Hand, Höhe nicht näher bezeichnet"
S69,Sonstige und nicht näher bezeichnete Verletzungen des Handgelenkes und der Hand
S69.7,Multiple Verletzungen des Handgelenkes und der Hand
S69.8,Sonstige näher bezeichnete Verletzungen des Handgelenkes und der Hand
S69.9,Nicht näher bezeichnete Verletzung des Handgelenkes und der Hand
S70-S79,Verletzungen der Hüfte und des Oberschenkels
S70,Oberflächliche Verletzung der Hüfte und des Oberschenkels
S70.0,Prellung der Hüfte
S70.1,Prellung des Oberschenkels
S70.7,Multiple oberflächliche Verletzungen der Hüfte und des Oberschenkels
S70.8,Sonstige oberflächliche Verletzungen der Hüfte und des Oberschenkels
S70.81,Sonstige oberflächliche Verletzungen der Hüfte und des Oberschenkels: Schürfwunde
S70.82,Sonstige oberflächliche Verletzungen der Hüfte und des Oberschenkels: Blasenbildung (nichtthermisch)
S70.83,Sonstige oberflächliche Verletzungen der Hüfte und des Oberschenkels: Insektenbiss oder -stich (ungiftig)
S70.84,Sonstige oberflächliche Verletzungen der Hüfte und des Oberschenkels: Oberflächlicher Fremdkörper (Splitter)
S70.86,Sonstige oberflächliche Verletzungen der Hüfte und des Oberschenkels: Subkutanes (geschlossenes) Décollement
S70.88,Sonstige oberflächliche Verletzungen der Hüfte und des Oberschenkels: Sonstige
S70.9,"Oberflächliche Verletzung der Hüfte und des Oberschenkels, nicht näher bezeichnet"
S71,Offene Wunde der Hüfte und des Oberschenkels
S71.0,Offene Wunde der Hüfte
S71.1,Offene Wunde des Oberschenkels
S71.7,Multiple offene Wunden der Hüfte und des Oberschenkels
S71.8,Offene Wunde sonstiger und nicht näher bezeichneter Teile des Beckengürtels
S71.80,Offene Wunde sonstiger und nicht näher bezeichneter Teile des Beckengürtels
S71.84,Weichteilschaden I. Grades bei geschlossener Fraktur oder Luxation der Hüfte und des Oberschenkels
S71.85,Weichteilschaden II. Grades bei geschlossener Fraktur oder Luxation der Hüfte und des Oberschenkels
S71.86,Weichteilschaden III. Grades bei geschlossener Fraktur oder Luxation der Hüfte und des Oberschenkels
S71.87,Weichteilschaden I. Grades bei offener Fraktur oder Luxation der Hüfte und des Oberschenkels
S71.88,Weichteilschaden II. Grades bei offener Fraktur oder Luxation der Hüfte und des Oberschenkels
S71.89,Weichteilschaden III. Grades bei offener Fraktur oder Luxation der Hüfte und des Oberschenkels
S72,Fraktur des Femurs
S72.0,Schenkelhalsfraktur
S72.00,Schenkelhalsfraktur: Teil nicht näher bezeichnet
S72.01,Schenkelhalsfraktur: Intrakapsulär
S72.02,"Schenkelhalsfraktur: (Proximale) Epiphyse, Epiphysenlösung"
S72.03,Schenkelhalsfraktur: Subkapital
S72.04,Schenkelhalsfraktur: Mediozervikal
S72.05,Schenkelhalsfraktur: Basis
S72.08,Schenkelhalsfraktur: Sonstige Teile
S72.1,Pertrochantäre Fraktur
S72.10,"Femurfraktur: Trochantär, nicht näher bezeichnet"
S72.11,Femurfraktur: Intertrochantär
